"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"251400",251445,"2017-04-27","23 assaroe view, ballyshannon, donegal","donegal",115000,"No","No","Second-Hand Dwelling house /Apartment",2017,115000,"ballyshannon","ulster"
"256337",256384,"2017-06-01","apt.10 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256338",256385,"2017-06-01","apt.11 -  baker's court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256339",256386,"2017-06-01","apt.12 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256340",256387,"2017-06-01","apt.13 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256341",256388,"2017-06-01","apt.14 -  baker's court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256342",256389,"2017-06-01","apt.15 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256343",256390,"2017-06-01","apt.2 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256344",256391,"2017-06-01","apt.5 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256345",256392,"2017-06-01","apt.6 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256346",256393,"2017-06-01","apt.9 - bakers court, ballyshannon, co donegal","donegal",9800,"No","No","Second-Hand Dwelling house /Apartment",2017,9800,"ballyshannon","ulster"
"256361",256408,"2017-06-01","cashel, rossnowlagh, ballyshannon","donegal",162500,"No","No","Second-Hand Dwelling house /Apartment",2017,162500,"ballyshannon","ulster"
"258863",258910,"2017-06-20","42 cluain barron, ballyshannon, donegal","donegal",50000,"No","No","Second-Hand Dwelling house /Apartment",2017,50000,"ballyshannon","ulster"
"263153",263200,"2017-07-17","donegal road, ballyshannon, county donegal","donegal",60000,"No","No","Second-Hand Dwelling house /Apartment",2017,60000,"ballyshannon","ulster"
"263668",263715,"2017-07-19","the abbey, ballyshannon, donegal","donegal",238000,"No","No","Second-Hand Dwelling house /Apartment",2017,238000,"ballyshannon","ulster"
"266581",266628,"2017-08-04","36 cluain barron, ballyshannon, co donegal","donegal",60000,"No","No","Second-Hand Dwelling house /Apartment",2017,60000,"ballyshannon","ulster"
"269951",269998,"2017-08-29","creevy, ballyshannon, donegal","donegal",325000,"No","No","Second-Hand Dwelling house /Apartment",2017,325000,"ballyshannon","ulster"
"270451",270498,"2017-08-31","the mall, ballyshannon, donegal","donegal",250000,"No","No","Second-Hand Dwelling house /Apartment",2017,250000,"ballyshannon","ulster"
"271041",271088,"2017-09-05","24 st benildus avenue, ballyshannon, co donegal","donegal",10000,"No","No","Second-Hand Dwelling house /Apartment",2017,10000,"ballyshannon","ulster"
"275662",275710,"2017-10-03","camp lane, coolcholly, ballyshannon","donegal",100800,"No","No","Second-Hand Dwelling house /Apartment",2017,100800,"ballyshannon","ulster"
"276827",276875,"2017-10-10","bishop st, ballyshannon, donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2017,40000,"ballyshannon","ulster"
"281483",281532,"2017-11-08","58 st benildus ave, ballyshannon, donegal","donegal",45000,"No","No","Second-Hand Dwelling house /Apartment",2017,45000,"ballyshannon","ulster"
"281875",281924,"2017-11-10","2 the gables, main street, ballyshannon","donegal",56250,"No","No","Second-Hand Dwelling house /Apartment",2017,56250,"ballyshannon","ulster"
"284571",284621,"2017-11-24","mullans, knader, ballyshannon","donegal",278300,"No","No","Second-Hand Dwelling house /Apartment",2017,278300,"ballyshannon","ulster"
"284675",284725,"2017-11-27","44 woodlands, rossnowlagh rd, ballyshannon","donegal",110000,"No","No","Second-Hand Dwelling house /Apartment",2017,110000,"ballyshannon","ulster"
"290986",291040,"2017-12-21","28 saint benildus avenue, ballyshannon, co donegal","donegal",27000,"No","No","Second-Hand Dwelling house /Apartment",2017,27000,"ballyshannon","ulster"
"291224",291278,"2017-12-21","8 east port, ballyshannon, donegal","donegal",47000,"No","No","Second-Hand Dwelling house /Apartment",2017,47000,"ballyshannon","ulster"
"291365",291419,"2017-12-21","creevy, ballyshannon, donegal","donegal",101000,"No","No","Second-Hand Dwelling house /Apartment",2017,101000,"ballyshannon","ulster"
"296166",296220,"2018-02-06","higginstown ballyshannon, ballyshannon, donegal","donegal",255000,"No","No","Second-Hand Dwelling house /Apartment",2018,255000,"ballyshannon","ulster"
"297522",297577,"2018-02-15","53 st benildus ave, ballyshannon, donegal","donegal",38000,"No","No","Second-Hand Dwelling house /Apartment",2018,38000,"ballyshannon","ulster"
"297526",297581,"2018-02-15","6 bachelors walk, ballyshannon, donegal","donegal",32000,"No","No","Second-Hand Dwelling house /Apartment",2018,32000,"ballyshannon","ulster"
"298303",298358,"2018-02-21","tullyhorky, ballyshannon, donegal","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2018,55000,"ballyshannon","ulster"
"302885",302940,"2018-03-27","violet hill, rossnowlagh rd, ballyshannon","donegal",185000,"No","No","Second-Hand Dwelling house /Apartment",2018,185000,"ballyshannon","ulster"
"306061",306116,"2018-04-19","east port, ballyshannon, co donegal","donegal",42000,"No","No","Second-Hand Dwelling house /Apartment",2018,42000,"ballyshannon","ulster"
"306856",306912,"2018-04-25","westport, ballyshannon, donegal","donegal",30000,"No","No","Second-Hand Dwelling house /Apartment",2018,30000,"ballyshannon","ulster"
"307556",307613,"2018-04-30","beleek rd, ballyshannon, donegal","donegal",90000,"No","No","Second-Hand Dwelling house /Apartment",2018,90000,"ballyshannon","ulster"
"310400",310457,"2018-05-21","64 st benildus ave, ballyshannon, co donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2018,40000,"ballyshannon","ulster"
"311587",311644,"2018-05-29","11 woodlands, ballyshannon, co donegal","donegal",125000,"No","No","Second-Hand Dwelling house /Apartment",2018,125000,"ballyshannon","ulster"
"311923",311980,"2018-05-30","9 donegal rd, ballyshannon, donegal","donegal",70000,"No","No","Second-Hand Dwelling house /Apartment",2018,70000,"ballyshannon","ulster"
"312136",312193,"2018-05-31","5 park view, ballyshannon, donegal","donegal",45000,"No","No","Second-Hand Dwelling house /Apartment",2018,45000,"ballyshannon","ulster"
"312682",312739,"2018-06-05","3 abbey, ballyshannon, co donegal","donegal",138000,"No","No","Second-Hand Dwelling house /Apartment",2018,138000,"ballyshannon","ulster"
"318682",318744,"2018-07-12","5 ardmore court, ballyshannon, donegal","donegal",46000,"No","No","Second-Hand Dwelling house /Apartment",2018,46000,"ballyshannon","ulster"
"318759",318821,"2018-07-12","donegal rd, ballyshannon, donegal","donegal",125000,"No","No","Second-Hand Dwelling house /Apartment",2018,125000,"ballyshannon","ulster"
"318784",318846,"2018-07-12","the washpool, rossnowlagh road, ballyshannon","donegal",70000,"No","No","Second-Hand Dwelling house /Apartment",2018,70000,"ballyshannon","ulster"
"321050",321112,"2018-07-26","10 station rd ballyhanny, ballyshannon, donegal","donegal",121000,"No","No","Second-Hand Dwelling house /Apartment",2018,121000,"ballyshannon","ulster"
"322694",322760,"2018-08-03","3 abbeyview, ballyshannon, donegal","donegal",68000,"No","No","Second-Hand Dwelling house /Apartment",2018,68000,"ballyshannon","ulster"
"325744",325810,"2018-08-24","ballymacaward, ballyshannon, co donegal","donegal",52500,"No","Yes","New Dwelling house /Apartment",2018,59587.5,"ballyshannon","ulster"
"325770",325836,"2018-08-24","garvanagh, ballyshannon, donegal","donegal",98000,"No","No","Second-Hand Dwelling house /Apartment",2018,98000,"ballyshannon","ulster"
"325980",326046,"2018-08-28","10 cluin barrow, ballyshannon, barrow","donegal",90000,"No","No","Second-Hand Dwelling house /Apartment",2018,90000,"ballyshannon","ulster"
"327390",327456,"2018-09-04","ashville house, knather rd, ballyshannon","donegal",125000,"No","No","Second-Hand Dwelling house /Apartment",2018,125000,"ballyshannon","ulster"
"330340",330406,"2018-09-21","coolcholly, ballyshannon, co donegal","donegal",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"ballyshannon","ulster"
"333000",333067,"2018-10-09","20 westport, ballyshannon, co donegal","donegal",21100,"No","No","Second-Hand Dwelling house /Apartment",2018,21100,"ballyshannon","ulster"
"335055",335124,"2018-10-19","the cottage, abbeylane, ballyshannon","donegal",105950,"No","No","Second-Hand Dwelling house /Apartment",2018,105950,"ballyshannon","ulster"
"337569",337640,"2018-11-05","2 ardeelan, rossnowlagh, ballyshannon","donegal",170000,"No","No","Second-Hand Dwelling house /Apartment",2018,170000,"ballyshannon","ulster"
"337925",337996,"2018-11-06","units  1 to 7 cottons tenement, the mall, ballyshannon","donegal",76000,"No","No","Second-Hand Dwelling house /Apartment",2018,76000,"ballyshannon","ulster"
"339968",340039,"2018-11-19","4 abbey apts, tirconaill st, ballyshannon","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2018,55000,"ballyshannon","ulster"
"343090",343162,"2018-12-04","carrickboy, the rock, ballyshannon","donegal",160000,"No","No","Second-Hand Dwelling house /Apartment",2018,160000,"ballyshannon","ulster"
"347631",347706,"2018-12-19","knagher rd, ballyshannon, donegal","donegal",165000,"No","No","Second-Hand Dwelling house /Apartment",2018,165000,"ballyshannon","ulster"
"347811",347887,"2018-12-20","15 westport, ballyshannon, co donegal","donegal",37000,"No","No","Second-Hand Dwelling house /Apartment",2018,37000,"ballyshannon","ulster"
"352103",352181,"2019-01-30","2 corlea, ballyshannon, donegal","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2019,55000,"ballyshannon","ulster"
"352105",352183,"2019-01-30","2 west port, ballyshannon, donegal","donegal",56000,"No","No","Second-Hand Dwelling house /Apartment",2019,56000,"ballyshannon","ulster"
"352405",352483,"2019-01-31","beal na mhara, ballyshannon, co. donegal","donegal",50000,"No","No","Second-Hand Dwelling house /Apartment",2019,50000,"ballyshannon","ulster"
"356728",356806,"2019-03-01","4 riverside, cavangarden, ballyshannon","donegal",210000,"No","Yes","New Dwelling house /Apartment",2019,238350,"ballyshannon","ulster"
"358355",358433,"2019-03-13","ballymacaward, ballyshannon, donegal","donegal",167000,"No","No","Second-Hand Dwelling house /Apartment",2019,167000,"ballyshannon","ulster"
"360196",360274,"2019-03-27","46 woodlands, ballyshannon, donegal","donegal",155000,"No","No","Second-Hand Dwelling house /Apartment",2019,155000,"ballyshannon","ulster"
"360380",360458,"2019-03-28","28 mall, ballyshannon, donegal","donegal",52000,"No","No","Second-Hand Dwelling house /Apartment",2019,52000,"ballyshannon","ulster"
"361620",361699,"2019-04-04","kildoney, ballyshannon, county donegal","donegal",79047,"No","No","Second-Hand Dwelling house /Apartment",2019,79047,"ballyshannon","ulster"
"362888",362969,"2019-04-11","castle street, ballyshannon, county donegal","donegal",25000,"No","No","Second-Hand Dwelling house /Apartment",2019,25000,"ballyshannon","ulster"
"363123",363204,"2019-04-12","6 ballyhanna, belleek rd, ballyshannon","donegal",185000,"No","No","Second-Hand Dwelling house /Apartment",2019,185000,"ballyshannon","ulster"
"365011",365094,"2019-04-29","19 st benildus ave, ballyshannon, donegal","donegal",17500,"No","No","Second-Hand Dwelling house /Apartment",2019,17500,"ballyshannon","ulster"
"365362",365445,"2019-04-30","ballinacarrick, ballyshannon, donegal","donegal",110000,"No","No","Second-Hand Dwelling house /Apartment",2019,110000,"ballyshannon","ulster"
"369379",369463,"2019-05-28","ardchicken, ballyshannon road, donegal","donegal",360000,"No","No","Second-Hand Dwelling house /Apartment",2019,360000,"ballyshannon","ulster"
"370434",370518,"2019-06-04","creevy, ballyshannon, donegal","donegal",130000,"No","No","Second-Hand Dwelling house /Apartment",2019,130000,"ballyshannon","ulster"
"373073",373157,"2019-06-21","1 erne street, ballyshannon, co donegal","donegal",29000,"No","No","Second-Hand Dwelling house /Apartment",2019,29000,"ballyshannon","ulster"
"373326",373410,"2019-06-21","coolcholly, ballyshannon, donegal","donegal",220000,"No","No","Second-Hand Dwelling house /Apartment",2019,220000,"ballyshannon","ulster"
"373959",374043,"2019-06-26","kildoney glebe, ballyshannon, donegal","donegal",235000,"No","No","Second-Hand Dwelling house /Apartment",2019,235000,"ballyshannon","ulster"
"374196",374280,"2019-06-27","finner road, ballyshannon, co donegal","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,1e+05,"ballyshannon","ulster"
"375223",375308,"2019-07-03","3 st benildus ave, ballyshannon, donegal","donegal",38250,"No","No","Second-Hand Dwelling house /Apartment",2019,38250,"ballyshannon","ulster"
"377894",377979,"2019-07-19","15 east rock, ballyshannon, donegal","donegal",48000,"No","No","Second-Hand Dwelling house /Apartment",2019,48000,"ballyshannon","ulster"
"379663",379749,"2019-07-30","17 st benildus ave, ballyshannon, donegal","donegal",35000,"Yes","No","Second-Hand Dwelling house /Apartment",2019,35000,"ballyshannon","ulster"
"382676",382771,"2019-08-18","8 bachelors walk, ballyshannon, co donegal","donegal",110000,"No","No","Second-Hand Dwelling house /Apartment",2019,110000,"ballyshannon","ulster"
"383584",383679,"2019-08-23","13 west port, ballyshannon, co donegal","donegal",59000,"No","No","Second-Hand Dwelling house /Apartment",2019,59000,"ballyshannon","ulster"
"385314",385410,"2019-09-02","abbeylands, ballyshannon, co. donegal","donegal",145000,"No","No","Second-Hand Dwelling house /Apartment",2019,145000,"ballyshannon","ulster"
"388019",388115,"2019-09-17","tullyhorky, ballyshannon, donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2019,40000,"ballyshannon","ulster"
"388774",388870,"2019-09-20","tullyherk, ballyshannon, donegal","donegal",2e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,2e+05,"ballyshannon","ulster"
"390653",390750,"2019-10-02","cashelard, ballyshannon, co donegal","donegal",171000,"No","No","Second-Hand Dwelling house /Apartment",2019,171000,"ballyshannon","ulster"
"391574",391671,"2019-10-08","2 the gables, main street, ballyshannon","donegal",90000,"No","No","Second-Hand Dwelling house /Apartment",2019,90000,"ballyshannon","ulster"
"393230",393328,"2019-10-17","east port, bridgend, ballyshannon","donegal",35000,"No","No","Second-Hand Dwelling house /Apartment",2019,35000,"ballyshannon","ulster"
"395669",395769,"2019-10-31","corlea, ballyshannon, donegal","donegal",280000,"No","No","Second-Hand Dwelling house /Apartment",2019,280000,"ballyshannon","ulster"
"397115",397215,"2019-11-09","1 belleek road, ballyshannon, co. donegal","donegal",110000,"No","No","Second-Hand Dwelling house /Apartment",2019,110000,"ballyshannon","ulster"
"397994",398095,"2019-11-14","knather rd, ballyshannon, donegal","donegal",190000,"No","No","Second-Hand Dwelling house /Apartment",2019,190000,"ballyshannon","ulster"
"398643",398744,"2019-11-19","83 ernedale hghts, ballyshannon, donegal","donegal",16323,"Yes","No","Second-Hand Dwelling house /Apartment",2019,16323,"ballyshannon","ulster"
"398686",398787,"2019-11-19","finner, ballyshannon, donegal","donegal",212500,"No","No","Second-Hand Dwelling house /Apartment",2019,212500,"ballyshannon","ulster"
"399031",399133,"2019-11-21","31 st benildus ave, ballyshannon, donegal","donegal",31500,"No","No","Second-Hand Dwelling house /Apartment",2019,31500,"ballyshannon","ulster"
"399159",399261,"2019-11-21","mary kates, creevy, ballyshannon","donegal",138000,"No","No","Second-Hand Dwelling house /Apartment",2019,138000,"ballyshannon","ulster"
